Year,Product line,Product type,Product,Order method type,Retailer country,Revenue,Planned revenue,Product cost,Quantity,Unit cost,Unit price,Gross profit,Unit sale price
2006,Camping Equipment,Packs,Canyon Mule Carryall,Web,Australia,193498.93,203668.5,114109.78,2771.0,41.18,73.5,79389.15,69.83
2006,Camping Equipment,Packs,Canyon Mule Carryall,Web,Netherlands,287140.96,302232.0,169332.16,4112.0,41.18,73.5,117808.8,69.83
2006,Camping Equipment,Packs,Canyon Mule Carryall,Web,Sweden,63754.79,67105.5,37597.34,913.0,41.18,73.5,26157.45,69.83
2006,Camping Equipment,Packs,Canyon Mule Carryall,Web,Finland,446772.34,470253.0,263469.64,6398.0,41.18,73.5,183302.7,69.83
2006,Camping Equipment,Packs,Canyon Mule Carryall,Web,Denmark,186166.78,195951.0,109785.88,2666.0,41.18,73.5,76380.9,69.83
2006,Camping Equipment,Packs,Canyon Mule Carryall,Web,France,424636.23,446953.5,250415.58,6081.0,41.18,73.5,174220.65,69.83
2006,Camping Equipment,Packs,Canyon Mule Carryall,Web,Germany,473656.89,498550.5,279323.94,6783.0,41.18,73.5,194332.95,69.83
2006,Camping Equipment,Packs,Canyon Mule Carryall,Web,United Kingdom,487343.57,512956.5,287395.22,6979.0,41.18,73.5,199948.35,69.83
2006,Camping Equipment,Packs,Canyon Mule Carryall,Web,Belgium,277644.08,292236.0,163731.68,3976.0,41.18,73.5,113912.4,69.83
2006,Camping Equipment,Packs,Canyon Mule Carryall,Web,Switzerland,126811.28,133476.0,74782.88,1816.0,41.18,73.5,52028.4,69.83
2006,Camping Equipment,Packs,Canyon Mule Carryall,Web,Austria,182395.96,191982.0,107562.16,2612.0,41.18,73.5,74833.8,69.83
2006,Camping Equipment,Packs,Canyon Mule Carryall,Web,Italy,355504.53,374188.5,209647.38,5091.0,41.18,73.5,145857.15,69.83
2006,Camping Equipment,Packs,Canyon Mule Carryall,Web,Spain,337488.39,355225.5,199022.94,4833.0,41.18,73.5,138465.45,69.83
2006,Camping Equipment,Packs,Canyon Mule Carryall,Mail,Japan,85052.94,89523.0,50157.24,1218.0,41.18,73.5,34895.7,69.83
2006,Camping Equipment,Packs,Canyon Mule Carryall,E-mail,Canada,89871.21,94594.5,52998.66,1287.0,41.18,73.5,36872.55,69.83
2006,Camping Equipment,Packs,Canyon Mule Carryall,E-mail,Japan,31353.67,33001.5,18489.82,449.0,41.18,73.5,12863.85,69.83
2006,Camping Equipment,Packs,Canyon Mule Carryall,E-mail,Germany,68154.08,71736.0,40191.68,976.0,41.18,73.5,27962.4,69.83
2006,Camping Equipment,Packs,Canyon Mule Carryall,E-mail,Italy,36381.43,38293.5,21454.78,521.0,41.18,73.5,14926.65,69.83
2006,Camping Equipment,Packs,Canyon Mule Carryall,Fax,Korea,43154.94,45423.0,25449.24,618.0,41.18,73.5,17705.7,69.83
2006,Camping Equipment,Lanterns,Firefly Lite,Telephone,United States,24386.13,25005.61,11427.75,1693.0,6.75,14.77,12958.38,14.42333333
2006,Camping Equipment,Lanterns,Firefly Lite,Telephone,Canada,53771.53,55077.33,25170.75,3729.0,6.75,14.77,28600.78,14.43285714
2006,Camping Equipment,Lanterns,Firefly Lite,Telephone,Japan,6498.8,6498.8,2970.0,440.0,6.75,14.77,3528.8,14.77
2006,Camping Equipment,Lanterns,Firefly Lite,Telephone,Australia,15284.12,15449.42,7060.5,1046.0,6.75,14.77,8223.62,14.62
2006,Camping Equipment,Lanterns,Firefly Lite,Telephone,Sweden,5317.2,5317.2,2430.0,360.0,6.75,14.77,2887.2,14.77
2006,Camping Equipment,Lanterns,Firefly Lite,Telephone,France,16626.48,16749.18,7654.5,1134.0,6.75,14.77,8971.98,14.67
2006,Camping Equipment,Lanterns,Firefly Lite,Telephone,Austria,7311.15,7311.15,3341.25,495.0,6.75,14.77,3969.9,14.77
2006,Camping Equipment,Lanterns,Firefly Lite,Telephone,Italy,8450.48,8625.68,3942.0,584.0,6.75,14.77,4508.48,14.47
2006,Camping Equipment,Lanterns,Firefly Lite,Sales visit,United States,17740.22,18108.02,8275.5,1226.0,6.75,14.77,9464.72,14.47
2006,Camping Equipment,Lanterns,Firefly Lite,Sales visit,Canada,17501.12,17664.92,8073.0,1196.0,6.75,14.77,9428.12,14.67
2006,Camping Equipment,Lanterns,Firefly Lite,Sales visit,Mexico,11257.66,11491.06,5251.5,778.0,6.75,14.77,6006.16,14.47
2006,Camping Equipment,Lanterns,Firefly Lite,Sales visit,Netherlands,31264.47,31770.27,14519.25,2151.0,6.75,14.77,16745.22,14.545
2006,Camping Equipment,Lanterns,Firefly Lite,Sales visit,Sweden,12126.17,12126.17,5541.75,821.0,6.75,14.77,6584.42,14.77
2006,Camping Equipment,Lanterns,Firefly Lite,Sales visit,Denmark,6410.18,6410.18,2929.5,434.0,6.75,14.77,3480.68,14.77
2006,Camping Equipment,Lanterns,Firefly Lite,Sales visit,France,10974.11,10974.11,5015.25,743.0,6.75,14.77,5958.86,14.77
2006,Camping Equipment,Lanterns,Firefly Lite,Sales visit,Belgium,12022.78,12022.78,5494.5,814.0,6.75,14.77,6528.28,14.77
2006,Camping Equipment,Lanterns,Firefly Lite,Sales visit,Switzerland,14684.87,14991.55,6851.25,1015.0,6.75,14.77,7833.62,14.47666667
2006,Camping Equipment,Lanterns,Firefly Lite,Sales visit,Austria,37870.28,37870.28,17307.0,2564.0,6.75,14.77,20563.28,14.77
2006,Camping Equipment,Lanterns,Firefly Lite,Web,United States,337031.33,344392.09,157389.75,23317.0,6.75,14.77,179641.58,14.50641026
2006,Camping Equipment,Lanterns,Firefly Lite,Web,Canada,91338.18,92282.96,42174.0,6248.0,6.75,14.77,49164.18,14.63307692
2006,Camping Equipment,Lanterns,Firefly Lite,Web,Mexico,109349.79,111616.89,51009.75,7557.0,6.75,14.77,58340.04,14.47
2006,Camping Equipment,Lanterns,Firefly Lite,Web,Brazil,70581.13,70733.53,32325.75,4789.0,6.75,14.77,38255.38,14.745
2006,Camping Equipment,Lanterns,Firefly Lite,Web,Japan,162053.69,164641.19,75242.25,11147.0,6.75,14.77,86811.44,14.55571429
2006,Camping Equipment,Lanterns,Firefly Lite,Web,Korea,111247.06,113404.06,51826.5,7678.0,6.75,14.77,59420.56,14.49727273
2006,Camping Equipment,Lanterns,Firefly Lite,Web,China,167633.46,171745.56,78489.0,11628.0,6.75,14.77,89144.46,14.42333333
2006,Camping Equipment,Lanterns,Firefly Lite,Web,Singapore,95024.49,96994.59,44327.25,6567.0,6.75,14.77,50697.24,14.47
2006,Camping Equipment,Lanterns,Firefly Lite,Web,Australia,77758.79,79122.89,36159.75,5357.0,6.75,14.77,41599.04,14.53
2006,Camping Equipment,Lanterns,Firefly Lite,Web,Netherlands,62818.64,63835.94,29173.5,4322.0,6.75,14.77,33645.14,14.545
2006,Camping Equipment,Lanterns,Firefly Lite,Web,Sweden,6424.95,6424.95,2936.25,435.0,6.75,14.77,3488.7,14.77
2006,Camping Equipment,Lanterns,Firefly Lite,Web,Finland,102203.75,104202.35,47621.25,7055.0,6.75,14.77,54582.5,14.495
2006,Camping Equipment,Lanterns,Firefly Lite,Web,Denmark,37198.5,37486.26,17131.5,2538.0,6.75,14.77,20067.0,14.64428571
2006,Camping Equipment,Lanterns,Firefly Lite,Web,France,96146.29,96846.89,44259.75,6557.0,6.75,14.77,51886.54,14.67631579
2006,Camping Equipment,Lanterns,Firefly Lite,Web,Germany,106373.81,107569.91,49160.25,7283.0,6.75,14.77,57213.56,14.62
2006,Camping Equipment,Lanterns,Firefly Lite,Web,United Kingdom,140794.67,142397.57,65076.75,9641.0,6.75,14.77,75717.92,14.6325
2006,Camping Equipment,Lanterns,Firefly Lite,Web,Belgium,51502.99,51502.99,23537.25,3487.0,6.75,14.77,27965.74,14.77
2006,Camping Equipment,Lanterns,Firefly Lite,Web,Switzerland,46776.59,46776.59,21377.25,3167.0,6.75,14.77,25399.34,14.77
2006,Camping Equipment,Lanterns,Firefly Lite,Web,Austria,35206.55,35521.85,16233.75,2405.0,6.75,14.77,18972.8,14.65
2006,Camping Equipment,Lanterns,Firefly Lite,Web,Italy,99411.87,101336.97,46311.75,6861.0,6.75,14.77,53100.12,14.5
2006,Camping Equipment,Lanterns,Firefly Lite,Web,Spain,106614.96,108825.36,49734.0,7368.0,6.75,14.77,56880.96,14.47
2006,Camping Equipment,Lanterns,Firefly Lite,Special,Singapore,6173.86,6173.86,2821.5,418.0,6.75,14.77,3352.36,14.77
2006,Camping Equipment,Lanterns,Firefly Lite,Mail,Japan,7640.16,7798.56,3564.0,528.0,6.75,14.77,4076.16,14.47
2006,Camping Equipment,Lanterns,Firefly Lite,Mail,Germany,4519.62,4519.62,2065.5,306.0,6.75,14.77,2454.12,14.77
2006,Camping Equipment,Lanterns,Firefly Lite,E-mail,Canada,6749.89,6749.89,3084.75,457.0,6.75,14.77,3665.14,14.77
2006,Camping Equipment,Lanterns,Firefly Lite,E-mail,Japan,6749.89,6749.89,3084.75,457.0,6.75,14.77,3665.14,14.77
2006,Camping Equipment,Lanterns,Firefly Lite,E-mail,Germany,14681.38,14681.38,6709.5,994.0,6.75,14.77,7971.88,14.77
2006,Camping Equipment,Lanterns,Firefly Lite,E-mail,Italy,8262.37,8433.67,3854.25,571.0,6.75,14.77,4408.12,14.47
2006,Camping Equipment,Lanterns,Firefly Lite,Fax,United States,22396.78,22657.18,10354.5,1534.0,6.75,14.77,12042.28,14.695
2006,Camping Equipment,Lanterns,Firefly Lite,Fax,Korea,8884.58,9068.78,4144.5,614.0,6.75,14.77,4740.08,14.47
2006,Camping Equipment,Lanterns,Firefly Lite,Fax,Belgium,4120.83,4120.83,1883.25,279.0,6.75,14.77,2237.58,14.77
2006,Camping Equipment,Lanterns,Firefly Mapreader,Telephone,Canada,26078.64,26617.86,12255.0,1634.0,7.5,16.29,13823.64,15.96
2006,Camping Equipment,Lanterns,Firefly Mapreader,Telephone,Korea,11379.48,11614.77,5347.5,713.0,7.5,16.29,6031.98,15.96
2006,Camping Equipment,Lanterns,Firefly Mapreader,Telephone,Australia,11618.88,11859.12,5460.0,728.0,7.5,16.29,6158.88,15.96
2006,Camping Equipment,Lanterns,Firefly Mapreader,Telephone,Sweden,15142.65,15312.6,7050.0,940.0,7.5,16.29,8092.65,16.125
2006,Camping Equipment,Lanterns,Firefly Mapreader,Telephone,France,13711.23,13895.37,6397.5,853.0,7.5,16.29,7313.73,16.125
2006,Camping Equipment,Lanterns,Firefly Mapreader,Telephone,Germany,7525.98,7525.98,3465.0,462.0,7.5,16.29,4060.98,16.29
2006,Camping Equipment,Lanterns,Firefly Mapreader,Telephone,Italy,15576.96,15899.04,7320.0,976.0,7.5,16.29,8256.96,15.96
2006,Camping Equipment,Lanterns,Firefly Mapreader,Sales visit,United States,43475.04,44373.96,20430.0,2724.0,7.5,16.29,23045.04,15.96
2006,Camping Equipment,Lanterns,Firefly Mapreader,Sales visit,Canada,33196.8,33883.2,15600.0,2080.0,7.5,16.29,17596.8,15.96
2006,Camping Equipment,Lanterns,Firefly Mapreader,Sales visit,Mexico,61374.56,62814.24,28920.0,3856.0,7.5,16.29,32454.56,15.92
2006,Camping Equipment,Lanterns,Firefly Mapreader,Sales visit,Japan,21737.52,22186.98,10215.0,1362.0,7.5,16.29,11522.52,15.96
2006,Camping Equipment,Lanterns,Firefly Mapreader,Sales visit,China,40195.2,41441.76,19080.0,2544.0,7.5,16.29,21115.2,15.8
2006,Camping Equipment,Lanterns,Firefly Mapreader,Sales visit,Australia,22168.44,22626.81,10417.5,1389.0,7.5,16.29,11750.94,15.96
2006,Camping Equipment,Lanterns,Firefly Mapreader,Sales visit,Netherlands,46060.56,47012.94,21645.0,2886.0,7.5,16.29,24415.56,15.96
2006,Camping Equipment,Lanterns,Firefly Mapreader,Sales visit,Sweden,6939.54,6939.54,3195.0,426.0,7.5,16.29,3744.54,16.29
2006,Camping Equipment,Lanterns,Firefly Mapreader,Sales visit,France,21321.27,21453.93,9877.5,1317.0,7.5,16.29,11443.77,16.18
2006,Camping Equipment,Lanterns,Firefly Mapreader,Sales visit,United Kingdom,18577.44,18961.56,8730.0,1164.0,7.5,16.29,9847.44,15.96
2006,Camping Equipment,Lanterns,Firefly Mapreader,Sales visit,Switzerland,24817.05,25184.34,11595.0,1546.0,7.5,16.29,13222.05,16.07
2006,Camping Equipment,Lanterns,Firefly Mapreader,Sales visit,Austria,38959.47,39600.99,18232.5,2431.0,7.5,16.29,20726.97,16.0425
2006,Camping Equipment,Lanterns,Firefly Mapreader,Web,United States,558867.82,573961.86,264255.0,35234.0,7.5,16.29,294612.82,15.94
2006,Camping Equipment,Lanterns,Firefly Mapreader,Web,Canada,188703.44,193036.5,88875.0,11850.0,7.5,16.29,99828.44,15.92235294
2006,Camping Equipment,Lanterns,Firefly Mapreader,Web,Mexico,111083.92,113736.78,52365.0,6982.0,7.5,16.29,58718.92,15.92
2006,Camping Equipment,Lanterns,Firefly Mapreader,Web,Brazil,99563.07,100672.2,46350.0,6180.0,7.5,16.29,53213.07,16.125
2006,Camping Equipment,Lanterns,Firefly Mapreader,Web,Japan,246854.14,251810.82,115935.0,15458.0,7.5,16.29,130919.14,15.98380952
2006,Camping Equipment,Lanterns,Firefly Mapreader,Web,Korea,155138.8,159218.46,73305.0,9774.0,7.5,16.29,81833.8,15.88
2006,Camping Equipment,Lanterns,Firefly Mapreader,Web,China,215543.28,222619.14,102495.0,13666.0,7.5,16.29,113048.28,15.784
2006,Camping Equipment,Lanterns,Firefly Mapreader,Web,Singapore,155015.72,158648.31,73042.5,9739.0,7.5,16.29,81973.22,15.92
2006,Camping Equipment,Lanterns,Firefly Mapreader,Web,Australia,108639.72,110886.03,51052.5,6807.0,7.5,16.29,57587.22,15.96
2006,Camping Equipment,Lanterns,Firefly Mapreader,Web,Netherlands,91083.72,92967.03,42802.5,5707.0,7.5,16.29,48281.22,15.96
2006,Camping Equipment,Lanterns,Firefly Mapreader,Web,Sweden,24163.68,24516.45,11287.5,1505.0,7.5,16.29,12876.18,16.07
2006,Camping Equipment,Lanterns,Firefly Mapreader,Web,Finland,156637.08,160049.25,73687.5,9825.0,7.5,16.29,82949.58,15.94666667
2006,Camping Equipment,Lanterns,Firefly Mapreader,Web,Denmark,47593.92,48544.2,22350.0,2980.0,7.5,16.29,25243.92,15.99
2006,Camping Equipment,Lanterns,Firefly Mapreader,Web,France,144843.78,147196.44,67770.0,9036.0,7.5,16.29,77073.78,16.04333333
2006,Camping Equipment,Lanterns,Firefly Mapreader,Web,Germany,158896.83,161857.44,74520.0,9936.0,7.5,16.29,84376.83,16.011
2006,Camping Equipment,Lanterns,Firefly Mapreader,Web,United Kingdom,181469.51,185217.3,85275.0,11370.0,7.5,16.29,96194.51,15.99181818
2006,Camping Equipment,Lanterns,Firefly Mapreader,Web,Belgium,94333.89,95834.07,44122.5,5883.0,7.5,16.29,50211.39,16.05
2006,Camping Equipment,Lanterns,Firefly Mapreader,Web,Switzerland,68670.32,69737.49,32107.5,4281.0,7.5,16.29,36562.82,16.05333333
2006,Camping Equipment,Lanterns,Firefly Mapreader,Web,Austria,78933.99,80407.44,37020.0,4936.0,7.5,16.29,41913.99,16.00125
2006,Camping Equipment,Lanterns,Firefly Mapreader,Web,Italy,142413.12,145697.76,67080.0,8944.0,7.5,16.29,75333.12,15.927999999999999
2006,Camping Equipment,Lanterns,Firefly Mapreader,Web,Spain,130744.32,133447.68,61440.0,8192.0,7.5,16.29,69304.32,15.96
2006,Camping Equipment,Lanterns,Firefly Mapreader,E-mail,Canada,10437.84,10653.66,4905.0,654.0,7.5,16.29,5532.84,15.96
2006,Camping Equipment,Lanterns,Firefly Mapreader,E-mail,Japan,11172.0,11403.0,5250.0,700.0,7.5,16.29,5922.0,15.96
2006,Camping Equipment,Lanterns,Firefly Mapreader,E-mail,Germany,24865.68,25379.82,11685.0,1558.0,7.5,16.29,13180.68,15.96
2006,Camping Equipment,Lanterns,Firefly Mapreader,E-mail,Italy,19750.0,20362.5,9375.0,1250.0,7.5,16.29,10375.0,15.8
2006,Camping Equipment,Lanterns,Firefly Mapreader,Fax,United States,11989.44,11989.44,5520.0,736.0,7.5,16.29,6469.44,16.29
2006,Camping Equipment,Lanterns,Firefly Mapreader,Fax,Korea,17079.8,17609.49,8107.5,1081.0,7.5,16.29,8972.3,15.8
2006,Camping Equipment,Lanterns,Firefly Mapreader,Fax,France,8921.64,9106.11,4192.5,559.0,7.5,16.29,4729.14,15.96
2006,Camping Equipment,Lanterns,Firefly Mapreader,Fax,Belgium,7995.96,8161.29,3757.5,501.0,7.5,16.29,4238.46,15.96
2006,Camping Equipment,Lanterns,Firefly Mapreader,Fax,Spain,23732.52,24223.23,11152.5,1487.0,7.5,16.29,12580.02,15.96
2006,Camping Equipment,Lanterns,Firefly 2,Telephone,United States,17459.82,17817.87,10852.17,651.0,16.67,27.37,6607.65,26.82
2006,Camping Equipment,Lanterns,Firefly 2,Telephone,Canada,41580.36,42724.57,26021.87,1561.0,16.67,27.37,15558.49,26.64
2006,Camping Equipment,Lanterns,Firefly 2,Telephone,Japan,12310.38,12562.83,7651.53,459.0,16.67,27.37,4658.85,26.82
2006,Camping Equipment,Lanterns,Firefly 2,Telephone,Australia,35053.74,35772.59,21787.69,1307.0,16.67,27.37,13266.05,26.82
2006,Camping Equipment,Lanterns,Firefly 2,Telephone,Sweden,10126.9,10126.9,6167.9,370.0,16.67,27.37,3959.0,27.37
2006,Camping Equipment,Lanterns,Firefly 2,Telephone,France,28085.66,28273.21,17220.11,1033.0,16.67,27.37,10865.55,27.18666667
2006,Camping Equipment,Lanterns,Firefly 2,Telephone,Germany,9606.87,9606.87,5851.17,351.0,16.67,27.37,3755.7,27.37
2006,Camping Equipment,Lanterns,Firefly 2,Sales visit,United States,36233.82,36976.87,22521.17,1351.0,16.67,27.37,13712.65,26.82
2006,Camping Equipment,Lanterns,Firefly 2,Sales visit,Canada,24988.81,24988.81,15219.71,913.0,16.67,27.37,9769.1,27.37
2006,Camping Equipment,Lanterns,Firefly 2,Sales visit,Mexico,17352.54,17708.39,10785.49,647.0,16.67,27.37,6567.05,26.82
2006,Camping Equipment,Lanterns,Firefly 2,Sales visit,China,26203.14,26740.49,16286.59,977.0,16.67,27.37,9916.55,26.82
2006,Camping Equipment,Lanterns,Firefly 2,Sales visit,Australia,28509.66,29094.31,17720.21,1063.0,16.67,27.37,10789.45,26.82
2006,Camping Equipment,Lanterns,Firefly 2,Sales visit,Netherlands,43477.07,44093.07,26855.37,1611.0,16.67,27.37,16621.7,27.00333333
2006,Camping Equipment,Lanterns,Firefly 2,Sales visit,Sweden,8949.99,8949.99,5451.09,327.0,16.67,27.37,3498.9,27.37
2006,Camping Equipment,Lanterns,Firefly 2,Sales visit,France,27755.31,27999.51,17053.41,1023.0,16.67,27.37,10701.9,27.18666667
2006,Camping Equipment,Lanterns,Firefly 2,Sales visit,Switzerland,43204.57,43682.52,26605.32,1596.0,16.67,27.37,16599.25,27.095
2006,Camping Equipment,Lanterns,Firefly 2,Sales visit,Austria,10017.42,10017.42,6101.22,366.0,16.67,27.37,3916.2,27.37
2006,Camping Equipment,Lanterns,Firefly 2,Web,United States,701377.78,717696.14,437120.74,26222.0,16.67,27.37,264257.04,26.85931818
2006,Camping Equipment,Lanterns,Firefly 2,Web,Canada,241960.68,244386.73,148846.43,8929.0,16.67,27.37,93114.25,27.12555556
2006,Camping Equipment,Lanterns,Firefly 2,Web,Mexico,198146.16,202209.56,123157.96,7388.0,16.67,27.37,74988.2,26.82
2006,Camping Equipment,Lanterns,Firefly 2,Web,Brazil,125436.71,125436.71,76398.61,4583.0,16.67,27.37,49038.1,27.37
2006,Camping Equipment,Lanterns,Firefly 2,Web,Japan,289976.13,294200.13,179185.83,10749.0,16.67,27.37,110790.3,27.0125
2006,Camping Equipment,Lanterns,Firefly 2,Web,Korea,227057.13,232809.22,141795.02,8506.0,16.67,27.37,85262.11,26.7075
2006,Camping Equipment,Lanterns,Firefly 2,Web,China,292155.39,299701.5,182536.5,10950.0,16.67,27.37,109618.89,26.69727273
2006,Camping Equipment,Lanterns,Firefly 2,Web,Singapore,191266.84,195859.72,119290.52,7156.0,16.67,27.37,71976.32,26.75333333
2006,Camping Equipment,Lanterns,Firefly 2,Web,Australia,113069.06,114625.56,69813.96,4188.0,16.67,27.37,43255.1,27.02625
2006,Camping Equipment,Lanterns,Firefly 2,Web,Netherlands,128106.28,129980.13,79165.83,4749.0,16.67,27.37,48940.45,27.00333333
2006,Camping Equipment,Lanterns,Firefly 2,Web,Sweden,32378.71,32378.71,19720.61,1183.0,16.67,27.37,12658.1,27.37
2006,Camping Equipment,Lanterns,Firefly 2,Web,Finland,194444.17,197912.47,120540.77,7231.0,16.67,27.37,73903.4,26.91166667
2006,Camping Equipment,Lanterns,Firefly 2,Web,Denmark,71109.89,72202.06,43975.46,2638.0,16.67,27.37,27134.43,26.97857143
2006,Camping Equipment,Lanterns,Firefly 2,Web,France,178948.66,180286.19,109805.29,6587.0,16.67,27.37,69143.37,27.18722222
2006,Camping Equipment,Lanterns,Firefly 2,Web,Germany,190875.13,193067.98,117590.18,7054.0,16.67,27.37,73284.95,27.08052632
2006,Camping Equipment,Lanterns,Firefly 2,Web,United Kingdom,255131.97,258537.02,157464.82,9446.0,16.67,27.37,97667.15,27.07208333
2006,Camping Equipment,Lanterns,Firefly 2,Web,Belgium,128127.44,128420.04,78215.64,4692.0,16.67,27.37,49911.8,27.32416667
2006,Camping Equipment,Lanterns,Firefly 2,Web,Switzerland,73056.73,73597.93,44825.63,2689.0,16.67,27.37,28231.1,27.165
2006,Camping Equipment,Lanterns,Firefly 2,Web,Austria,137482.83,138054.28,84083.48,5044.0,16.67,27.37,53399.35,27.27
2006,Camping Equipment,Lanterns,Firefly 2,Web,Italy,204561.84,208477.29,126975.39,7617.0,16.67,27.37,77586.45,26.87
2006,Camping Equipment,Lanterns,Firefly 2,Web,Spain,191184.91,194545.96,118490.36,7108.0,16.67,27.37,72694.55,26.91166667
2006,Camping Equipment,Lanterns,Firefly 2,Mail,Japan,31433.04,32077.64,19537.24,1172.0,16.67,27.37,11895.8,26.82
2006,Camping Equipment,Lanterns,Firefly 2,E-mail,Canada,14080.5,14369.25,8751.75,525.0,16.67,27.37,5328.75,26.82
2006,Camping Equipment,Lanterns,Firefly 2,E-mail,Japan,13544.1,13821.85,8418.35,505.0,16.67,27.37,5125.75,26.82
2006,Camping Equipment,Lanterns,Firefly 2,E-mail,Germany,28656.39,28656.39,17453.49,1047.0,16.67,27.37,11202.9,27.37
2006,Camping Equipment,Lanterns,Firefly 2,E-mail,Italy,16092.0,16422.0,10002.0,600.0,16.67,27.37,6090.0,26.82
2006,Camping Equipment,Lanterns,Firefly 2,Fax,United States,6240.36,6240.36,3800.76,228.0,16.67,27.37,2439.6,27.37
2006,Camping Equipment,Lanterns,Firefly 2,Fax,Germany,9360.54,9360.54,5701.14,342.0,16.67,27.37,3659.4,27.37
2006,Camping Equipment,Lanterns,Firefly 4,Telephone,Canada,13454.08,13454.08,8226.0,457.0,18.0,29.44,5228.08,29.44
2006,Camping Equipment,Lanterns,Firefly 4,Telephone,Australia,16898.56,16898.56,10332.0,574.0,18.0,29.44,6566.56,29.44
2006,Camping Equipment,Lanterns,Firefly 4,Telephone,France,4209.92,4209.92,2574.0,143.0,18.0,29.44,1635.92,29.44
2006,Camping Equipment,Lanterns,Firefly 4,Telephone,Spain,10833.92,10833.92,6624.0,368.0,18.0,29.44,4209.92,29.44
2006,Camping Equipment,Lanterns,Firefly 4,Sales visit,United States,28439.04,28439.04,17388.0,966.0,18.0,29.44,11051.04,29.44
2006,Camping Equipment,Lanterns,Firefly 4,Sales visit,Canada,9950.72,9950.72,6084.0,338.0,18.0,29.44,3866.72,29.44
2006,Camping Equipment,Lanterns,Firefly 4,Sales visit,Mexico,21991.68,21991.68,13446.0,747.0,18.0,29.44,8545.68,29.44
2006,Camping Equipment,Lanterns,Firefly 4,Sales visit,Japan,6064.64,6064.64,3708.0,206.0,18.0,29.44,2356.64,29.44
2006,Camping Equipment,Lanterns,Firefly 4,Sales visit,China,29629.55,29940.48,18306.0,1017.0,18.0,29.44,11323.55,29.145
2006,Camping Equipment,Lanterns,Firefly 4,Sales visit,Australia,16309.76,16309.76,9972.0,554.0,18.0,29.44,6337.76,29.44
2006,Camping Equipment,Lanterns,Firefly 4,Sales visit,Netherlands,32501.76,32501.76,19872.0,1104.0,18.0,29.44,12629.76,29.44
2006,Camping Equipment,Lanterns,Firefly 4,Sales visit,Sweden,6094.08,6094.08,3726.0,207.0,18.0,29.44,2368.08,29.44
2006,Camping Equipment,Lanterns,Firefly 4,Sales visit,France,6035.2,6035.2,3690.0,205.0,18.0,29.44,2345.2,29.44
2006,Camping Equipment,Lanterns,Firefly 4,Sales visit,United Kingdom,23404.8,23404.8,14310.0,795.0,18.0,29.44,9094.8,29.44
2006,Camping Equipment,Lanterns,Firefly 4,Sales visit,Belgium,7183.36,7183.36,4392.0,244.0,18.0,29.44,2791.36,29.44
2006,Camping Equipment,Lanterns,Firefly 4,Sales visit,Switzerland,31024.21,31147.52,19044.0,1058.0,18.0,29.44,11980.21,29.34166667
2006,Camping Equipment,Lanterns,Firefly 4,Sales visit,Austria,25082.88,25082.88,15336.0,852.0,18.0,29.44,9746.88,29.44
2006,Camping Equipment,Lanterns,Firefly 4,Web,United States,371972.97,372386.56,227682.0,12649.0,18.0,29.44,144290.97,29.41255814
2006,Camping Equipment,Lanterns,Firefly 4,Web,Canada,134923.52,134923.52,82494.0,4583.0,18.0,29.44,52429.52,29.44
2006,Camping Equipment,Lanterns,Firefly 4,Web,Mexico,99507.2,99507.2,60840.0,3380.0,18.0,29.44,38667.2,29.44
2006,Camping Equipment,Lanterns,Firefly 4,Web,Brazil,69507.84,69507.84,42498.0,2361.0,18.0,29.44,27009.84,29.44
2006,Camping Equipment,Lanterns,Firefly 4,Web,Japan,163038.72,163038.72,99684.0,5538.0,18.0,29.44,63354.72,29.44
2006,Camping Equipment,Lanterns,Firefly 4,Web,Korea,121533.91,121969.92,74574.0,4143.0,18.0,29.44,46959.91,29.34166667
2006,Camping Equipment,Lanterns,Firefly 4,Web,China,139619.48,140929.28,86166.0,4787.0,18.0,29.44,53453.48,29.204
2006,Camping Equipment,Lanterns,Firefly 4,Web,Singapore,102286.76,102657.28,62766.0,3487.0,18.0,29.44,39520.76,29.34166667
2006,Camping Equipment,Lanterns,Firefly 4,Web,Australia,51137.28,51137.28,31266.0,1737.0,18.0,29.44,19871.28,29.44
2006,Camping Equipment,Lanterns,Firefly 4,Web,Netherlands,62471.68,62471.68,38196.0,2122.0,18.0,29.44,24275.68,29.44
2006,Camping Equipment,Lanterns,Firefly 4,Web,Sweden,22668.8,22668.8,13860.0,770.0,18.0,29.44,8808.8,29.44
2006,Camping Equipment,Lanterns,Firefly 4,Web,Finland,103481.6,103481.6,63270.0,3515.0,18.0,29.44,40211.6,29.44
2006,Camping Equipment,Lanterns,Firefly 4,Web,Denmark,37308.91,37506.56,22932.0,1274.0,18.0,29.44,14376.91,29.27142857
2006,Camping Equipment,Lanterns,Firefly 4,Web,France,113543.11,113785.6,69570.0,3865.0,18.0,29.44,43973.11,29.38636364
2006,Camping Equipment,Lanterns,Firefly 4,Web,Germany,89792.0,89792.0,54900.0,3050.0,18.0,29.44,34892.0,29.44
2006,Camping Equipment,Lanterns,Firefly 4,Web,United Kingdom,121793.28,121793.28,74466.0,4137.0,18.0,29.44,47327.28,29.44
2006,Camping Equipment,Lanterns,Firefly 4,Web,Belgium,60175.36,60175.36,36792.0,2044.0,18.0,29.44,23383.36,29.44
